title ||| Heterogeneous Transfer Learning for Image Clustering via the Social Web
sectionHeader ||| 3. THE CHALLENGE-RESPONSE MECH-
sectionHeader ||| ANISM
bodyText ||| We now describe abstractly a mechanism which will be
bodyText ||| used in the construction of the disperser as well as the sub-
bodyText ||| source somewhere extractor. Intuitively, this mechanism al-
bodyText ||| lows us to identify parts of a source which contain large
bodyText ||| amounts of entropy. One can hope that using such a mech-
bodyText ||| anism one can partition a given source into blocks in a way
bodyText ||| which make it a block-source, or alternatively focus on a part
bodyText ||| of the source which is unusually condensed with entropy -
bodyText ||| two cases which may simplify the extraction problem.
bodyText ||| The reader may decide, now or in the middle of this
bodyText ||| section, to skip ahead to the next section which describes
bodyText ||| the construction of the subsource somewhere extractor SSE,
bodyText ||| which extensively uses this mechanism. Then this section
bodyText ||| may seem less abstract, as it will be clearer where this mech-
bodyText ||| anism is used.
bodyText ||| This mechanism was introduced by Barak et al. [4], and
bodyText ||| was essential in their 2-source disperser. Its use in this paper
bodyText ||| is far more involved (in particular it calls itself recursively,
bodyText ||| a fact which creates many subtleties). However, at a high
bodyText ||| level, the basic idea behind the mechanism is the same:
bodyText ||| Let Z be a source and Z' a part of Z (Z projected on a
bodyText ||| subset of the coordinates). We know that Z has entropy k,
page ||| 674
bodyText ||| and want to distinguish two possibilities: Z′ has no entropy
bodyText ||| (it is fixed) or it has at least k′ entropy. Z′ will get a pass
bodyText ||| or fail grade, hopefully corresponding to the cases of high or
bodyText ||| no entropy in Z′.
bodyText ||| Anticipating the use of this mechanism, it is a good idea
bodyText ||| to think of Z as a ”parent” of Z′, which wants to check if
bodyText ||| this ”child” has sufficient entropy. Moreover, in the context
bodyText ||| of the initial 2 sources X, Y we will operate on, think of Z
bodyText ||| as a part of X, and thus that Y is independent of Z and Z′.
bodyText ||| To execute this ”test” we will compute two sets of strings
bodyText ||| (all of length m, say): the Challenge C = C(Z′,Y) and
bodyText ||| the Response R = R(Z, Y). Z′ fails if C C R and passes
bodyText ||| otherwise.
bodyText ||| The key to the usefulness of this mechanism is the follow-
bodyText ||| ing lemma, which states that what ”should” happen, indeed
bodyText ||| happens after some restriction of the 2 sources Z and Y.
bodyText ||| We state it and then explain how the functions C and R are
bodyText ||| defined to accommodate its proof.
construct ||| Lemma 3.1. Assume Z, Y are sources of entropy k.
listItem ||| 1. If Z′ has entropy k′+O(m), then there are subsources
listItem ||| Z^ of Z and Y^ of Y, such that
listItem ||| Pr[^Z′ passes] = Pr[C(^Z′, Y^) C R(^Z, Y^)] > 1—nO(1)2−m
listItem ||| 2. If Z′ is fixed (namely, has zero entropy), then for some
listItem ||| subsources Z^ of Z and Y^ of Y, we have
listItem ||| Pr[Z′ fails] = Pr[C(^Z′, Y^) C R(^Z, Y^)] = 1
bodyText ||| Once we have such a mechanism, we will design our dis-
bodyText ||| perser algorithm assuming that the challenge response mech-
bodyText ||| anism correctly identifies parts of the source with high or
bodyText ||| low levels of entropy. Then in the analysis, we will ensure
bodyText ||| that our algorithm succeeds in making the right decisions,
bodyText ||| at least on subsources of the original input sources.
bodyText ||| Now let us explain how to compute the sets C and R. We
bodyText ||| will use some of the constructs above with parameters which
bodyText ||| don’t quite fit.
bodyText ||| The response set R(Z, Y) = pSE(Z, Y) is chosen to be the
bodyText ||| output of the somewhere extractor of Proposition 2.3. The
bodyText ||| challenge set C(Z′, Y) = SSE(Z′, Y) is chosen to be the out-
bodyText ||| put of the subsource somewhere extractor of Theorem 2.6.
bodyText ||| Why does it work? We explain each of the two claims
bodyText ||| in the lemma in turn (and after each comment on the im-
bodyText ||| portant parameters and how they differ from Barak et al.
bodyText ||| [4]).
listItem ||| 1. Z′ has entropy. We need to show that Z′ passes the
listItem ||| test with high probability. We will point to the out-
listItem ||| put string in C(^Z′, Y^′) which avoids R(^Z, Y^) with high
listItem ||| probability as follows. In the analysis we will use the
listItem ||| union bound on several events, one associated with
listItem ||| each (poly(n) many) string in pSE(^Z, Y^). We note
listItem ||| that by the definition of the response function, if we
listItem ||| want to fix a particular element in the response set to
listItem ||| a particular value, we can do this by fixing E(Z, i) and
listItem ||| E(Y, i). This fixing keeps the restricted sources inde-
listItem ||| pendent and loses only O(m) entropy. In the subsource
listItem ||| of Z′ guaranteed to exist by Theorem 2.6 we can afford
listItem ||| to lose this entropy in Z′. Thus we conclude that one
listItem ||| of its outputs is uniform. The probability that this
listItem ||| output will equal any fixed value is thus 2−m, com-
listItem ||| pleting the argument. We note that we can handle
listItem ||| the polynomial output size of pSE, since the uniform
listItem ||| string has length m = no(1) (something which could
listItem ||| not be done with the technology available to Barak et
listItem ||| al. [4]).
listItem ||| 2. Z′ has no entropy. We now need to guarantee that
listItem ||| in the chosen subsources (which we choose) ^Z, Y^, all
listItem ||| strings in C = C(^Z′, Y^) are in R(^Z, Y^). First notice
listItem ||| that as Z′ is fixed, C is only a function of Y. We
listItem ||| set Y~ to be the subsource of Y that fixes all strings
listItem ||| in C = C(Y) to their most popular values (losing
listItem ||| only ℓm entropy from Y). We take care of includ-
listItem ||| ing these fixed strings in R(Z, Y~) one at a time, by
listItem ||| restricting to subsources assuring that. Let σ be any
listItem ||| m-bit string we want to appear in R(Z, Y~). Recall that
listItem ||| R(z, y) = V(E(z, i), E(y, i)). We pick a ”good” seed i,
listItem ||| and restrict Z, Y~ to subsources with only O(m) less
listItem ||| entropy by fixing E(Z, i) = a and E(Y~, i) = b to values
listItem ||| (a, b) for which V(a, b) = σ. This is repeated suc-
listItem ||| cessively ℓ times, and results in the final subsources
listItem ||| ^Z, Y^ on which ^Z′ fails with probability 1. Note that
listItem ||| we keep reducing the entropy of our sources ℓ times,
listItem ||| which necessitates that this ℓ be tiny (here we could
listItem ||| not tolerate poly(n), and indeed can guarantee no(1),
listItem ||| at least on a subsource – this is one aspect of how cru-
listItem ||| cial the subsource somewhere extractor SSE is to the
listItem ||| construction.
bodyText ||| We note that initially it seemed like the Challenge-Response
bodyText ||| mechanism as used in [4] could not be used to handle en-
bodyText ||| tropy that is significantly less than -,/n (which is approxi-
bodyText ||| mately the bound that many of the previous constructions
bodyText ||| got stuck at). The techniques of [4] involved partitioning
bodyText ||| the sources into t pieces of length n/t each, with the hope
bodyText ||| that one of those parts would have a significant amount of
bodyText ||| entropy, yet there’d be enough entropy left over in the rest
bodyText ||| of the source (so that the source can be partitioned into a
bodyText ||| block source).
bodyText ||| However it is not clear how to do this when the total
bodyText ||| entropy is less than -,/n. On the one hand we will have
bodyText ||| to partition our sources into blocks of length significantly
bodyText ||| more than -,/n (or the adversary could distribute a negligible
bodyText ||| fraction of entropy in all blocks). On the other hand, if
bodyText ||| our blocks are so large, a single block could contain all the
bodyText ||| entropy. Thus it was not clear how to use the challenge
bodyText ||| response mechanism to find a block source.
sectionHeader ||| 4. THE SUBSOURCE SOMEWHERE
sectionHeader ||| EXTRACTOR SSE
bodyText ||| We now explain some of the ideas behind the construction
bodyText ||| of the subsource somewhere extractor SSE of Theorem 2.6.
bodyText ||| Consider the source X. We are seeking to find in it a some-
bodyText ||| where c-block-source, so that we can use it (together with Y)
bodyText ||| in the block-source extractor of Theorem 2.8. Like in previ-
bodyText ||| ous works in the extractor literature (e.g. [19, 13]) we use a
bodyText ||| ”win-win” analysis which shows that either X is already a
bodyText ||| somewhere c-block-source, or it has a condensed part which
bodyText ||| contains a lot of the entropy of the source. In this case we
bodyText ||| proceed recursively on that part. Continuing this way we
bodyText ||| eventually reach a source so condensed that it must be a
bodyText ||| somewhere block source. Note that in [4], the challenge re-
bodyText ||| sponse mechanism was used to find a block source also, but
bodyText ||| there the entropy was so high that they could afford to use
page ||| 675
figure ||| Not Somewhere block source	n bits total
figure ||| 		t blocks			Outputs
figure ||| < k’
figure ||| Challenge Challenge
figure ||| responded responded
figure ||| X
figure ||| low
figure ||| med
figure ||| high
figure ||| n/t bits total
figure ||| t blocks
figure ||| Challenge Unresponded
figure ||| SB
figure ||| Somewhere Block Source!
figure ||| med
figure ||| med
figure ||| low
figure ||| 0< low < k’/t
figure ||| k’/t < med < k’/c
figure ||| k’/c < high < k’
figure ||| high
figure ||| med
figure ||| Random Row
figure ||| med
figure ||| SB
figureCaption ||| Figure 1: Analysis of the subsource somewhere extractor.
figureCaption ||| a tree of depth 1. They did not need to recurse or condense
figureCaption ||| the sources.
bodyText ||| Consider the tree of parts of the source X evolved by
bodyText ||| such recursion. Each node in the tree corresponds to some
bodyText ||| interval of bit locations of the source, with the root node
bodyText ||| corresponding to the entire source. A node is a child of an-
